GEOID,Indicator,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Saarland,Printing and reproduction of recorded media  Wages and Salaries - million euro,28.7,26.2,28.6,28,24,24.7,24.3,23.3,21.8,21.6,20.7
Saarland,Retail sale of information and communication equipment in specialised stores  Wages and Salaries - million euro,22.5,26.2,22.6,26.6,29.6,35.3,34.1,33.2,33.5,29.8,20.4
Saarland,Advertising and market research  Wages and Salaries - million euro,21.1,20,19.2,18.3,21.1,22.5,22.1,21,22.1,22.8,19.7
Saarland,Rental and leasing activities  Wages and Salaries - million euro,20.9,11.8,13.4,13,13,13.2,11.9,11.6,12.2,14.6,16.3
Saarland,"Water collection, treatment and supply  Wages and Salaries - million euro",13.1,16.2,14.7,16.3,16,16.1,16.4,13.7,14.9,15.4,16.1
Saarland,"Other professional, scientific and technical activities  Wages and Salaries - million euro",10.5,8.6,15.2,17.8,9.7,8.3,6.3,7.9,11.5,10.8,15.5
Saarland,Veterinary activities  Wages and Salaries - million euro,3.6,3.9,4.4,4.7,5.5,5.5,6.8,7.7,8.1,8.9,9.9
Saarland,"Travel agency, tour operator and other reservation service and related activities  Wages and Salaries - million euro",8,7,8.9,7.9,7.9,8.4,9.6,9.7,10.4,10.4,9.7
Saarland,Retail sale of cultural and recreation goods in specialised stores  Wages and Salaries - million euro,16.8,18.9,18,19.4,18.7,10.6,8,8.6,9.3,9.5,9
Saarland,Repair of computers and personal and household goods  Wages and Salaries - million euro,10,10.4,9.5,9.7,8.9,5.1,6.8,7,8.1,8.8,8.8
Saarland,Mining and quarrying  Wages and Salaries - million euro,,112.4,106,,7.5,7.7,8.4,,8.5,8.2,8.3
Saarland,Other mining and quarrying  Wages and Salaries - million euro,,,,,7.5,7.7,8.4,,8.5,8.2,8.3
Saarland,"Sale, maintenance and repair of motorcycles and related parts and accessories  Wages and Salaries - million euro",2.9,2.5,2.5,3.3,3,3.8,4.3,5.6,5.5,5.6,8.3
Saarland,"Motion picture, video and television programme production, sound recording and music publishing activities  Wages and Salaries - million euro",1.6,2,2.4,2.1,4.2,4.3,2.8,4.2,6.8,6.5,5.2
Saarland,Non-specialised wholesale trade  Wages and Salaries - million euro,11.4,17.1,14.2,15.6,16.4,8.9,7.5,6.3,6.2,5,4.4
Saarland,Manufacture of textiles  Wages and Salaries - million euro,4,3.6,4,4,4.1,4.5,4.6,4.2,3.8,2.9,2.8
Saarland,Wholesale of agricultural raw materials and live animals  Wages and Salaries - million euro,6.9,6.5,7.4,7.5,7.4,3.4,2.9,3.4,2.6,2.7,2.6
Saarland,Retail sale of automotive fuel in specialised stores  Wages and Salaries - million euro,5.8,8.5,9.1,9.5,9.6,0.7,3.1,0.9,1.4,2.3,1.9
Saarland,Retail sale via stalls and markets  Wages and Salaries - million euro,0.7,0.6,0.4,0.5,0.5,1,1.6,1.3,1.4,2,1.5
Saarland,Water transport  Wages and Salaries - million euro,,,,,,,0.2,0.2,0.2,0.1,0.1
Saarland,Air transport  Wages and Salaries - million euro,,,,,,,0,0,0,0.1,0.1
Saarland,Mining of coal and lignite  Wages and Salaries - million euro,,,,,0,0,0,0,0,0,0
Saarland,Extraction of crude petroleum and natural gas  Wages and Salaries - million euro,0,0,0,0,0,0,0,0,0,0,0
Saarland,Mining of metal ores  Wages and Salaries - million euro,0,0,0,0,0,0,0,0,0,0,0
Saarland,Mining support service activities  Wages and Salaries - million euro,0,0,0,0,0,0,0,0,0,0,0
Saarland,Manufacture of tobacco products  Wages and Salaries - million euro,0,0,0,0,0,0,0,0,0,0,0
Saarland,Manufacture of leather and related products  Wages and Salaries - million euro,0,,0,0,0,0,0,0,0,0,0
Sachsen,Mining of coal and lignite  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Extraction of crude petroleum and natural gas  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Mining of metal ores  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Other mining and quarrying  Growth rate of employment - percentage,,,,,-5.5,-6.3,-1.1,1.1,1.7,5.8,
Sachsen,Mining support service activities  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Manufacture of tobacco products  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Manufacture of wearing apparel  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Manufacture of leather and related products  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Manufacture of coke and refined petroleum products  Growth rate of employment - percentage,,,,,,,,,,,
Sachsen,Remediation activities and other waste management services  Growth rate of employment - percentage,,,,,,,,,,,26.8
Sachsen,"Electricity, gas, steam and air conditioning supply  Growth rate of employment - percentage",,-2.9,0.7,2.9,-5.4,0.6,1.8,-1.2,1.7,0.5,22.5
Sachsen,Telecommunications  Growth rate of employment - percentage,,11.3,1.5,1,20.2,,,,6.7,-7.2,21.7
Sachsen,Sewerage  Growth rate of employment - percentage,,,,,,,,,,,18
Sachsen,"Office administrative, office support and other business support activities  Growth rate of employment - percentage",,8.6,15.5,20.3,19.1,11.7,17.9,2.9,-5.5,5.4,14.5
Sachsen,"Computer programming, consultancy and related activities  Growth rate of employment - percentage",,5.1,4.3,0.5,8.2,3.3,8.6,9.8,14.6,6.6,13.3
Sachsen,Air transport  Growth rate of employment - percentage,,152.2,447.7,8.2,1.8,-11,9.5,5,1.9,3.9,13.2
Sachsen,"Waste collection, treatment and disposal activities; materials recovery  Growth rate of employment - percentage",,,,,,,,,,,11
Sachsen,"Water supply; sewerage, waste management and remediation activities  Growth rate of employment - percentage",,2.9,-1.9,12.8,15.9,0.7,2.4,-1.2,2.9,0.6,9.9
Sachsen,Scientific research and development  Growth rate of employment - percentage,,14.5,11.5,-5.8,4.1,4.1,22,-4.1,-1.2,6.3,9.3
Sachsen,Information and communication  Growth rate of employment - percentage,,0.1,7,1.7,4.5,2.4,8,7,7.8,5.5,8.8
Sachsen,Veterinary activities  Growth rate of employment - percentage,,4.7,2.6,-8.1,1,4.8,4.3,5.3,7.9,2.2,7.9
Sachsen,Sale of motor vehicles  Growth rate of employment - percentage,,15.1,-3.3,10.3,-4.2,-11.4,25.9,15.9,-7.5,-9.5,7.2
Sachsen,Manufacture of other transport equipment  Growth rate of employment - percentage,,,25.2,5.7,4.5,0.3,5.6,1.3,-0.2,-2.3,6.3
Sachsen,Retail sale in non-specialised stores  Growth rate of employment - percentage,,20.3,-4.4,7.9,0.8,-70.2,-5.4,2.2,3.1,2.8,6.3
Sachsen,Other manufacturing  Growth rate of employment - percentage,,-1.2,26.8,-1.7,1.3,0.2,-2.3,3.3,3.4,-1.4,5.4
Sachsen,Information service activities  Growth rate of employment - percentage,,-14.8,15.4,41.9,3.3,5.6,25.4,7.4,-5.9,5.5,5.1
Sachsen,Rental and leasing activities  Growth rate of employment - percentage,,-1.3,10.6,-6.9,-0.9,16.8,1,0.1,15.1,7,5.1
Sachsen,Warehousing and support activities for transportation  Growth rate of employment - percentage,,15.8,5.7,4.5,2.2,0.5,11.8,5.4,-0.6,1.2,4.6
Sachsen,"Retail sale of food, beverages and tobacco in specialised stores  Growth rate of employment - percentage",,14.7,8.9,-0.3,6.3,-38.9,3.8,0.3,3.2,3.9,4
Sachsen,Retail sale of automotive fuel in specialised stores  Growth rate of employment - percentage,,41.3,4,1.8,2.1,-41.2,13.5,15.4,-3.2,5.9,4
Sachsen,Civil engineering  Growth rate of employment - percentage,,83.2,5.2,2.8,-7.6,1,0.9,0.2,1.9,1.4,3.9
Sachsen,Activities of head offices; management consultancy activities  Growth rate of employment - percentage,,17.9,-1.6,-12.3,26.5,3.4,12.9,-1.2,14,2.5,3.7
Sachsen,"Other professional, scientific and technical activities  Growth rate of employment - percentage",,11.7,9.1,28.1,2.4,6.9,15,2.5,2.3,6,3.6
Sachsen,Security and investigation activities  Growth rate of employment - percentage,,-0.9,8.5,11.7,-7.9,-1.2,3.7,8.1,18.7,-6.7,3.4
Sachsen,Specialised construction activities  Growth rate of employment - percentage,,829.9,3,5.4,3.5,-3.6,10.3,0.2,4.5,-0.5,3.2
Sachsen,Architectural and engineering activities; technical testing and analysis  Growth rate of employment - percentage,,3.4,5,-3.6,0.5,3.6,4,4.1,6,2.8,3.2
Sachsen,Manufacture of machinery and equipment n.e.c.  Growth rate of employment - percentage,,-6.1,26.2,6.5,1.5,-1.3,0,-0.9,1.2,0.8,3.1
Sachsen,"Manufacture of computer, electronic and optical products  Growth rate of employment - percentage",,-21.6,34.3,8.5,0.4,4.5,-1.3,10.5,0.5,-3,2.9
Sachsen,Construction  Growth rate of employment - percentage,,138.1,3,4.7,1.3,-2.5,7,-0.4,2.6,0,2.9
Sachsen,"Professional, scientific and technical activities  Growth rate of employment - percentage",,3.8,4.6,-4.3,7.5,2.2,4.1,1,3.7,3.6,2.9
Sachsen,Manufacture of electrical equipment  Growth rate of employment - percentage,,-51,34.3,9.8,5.1,-0.6,2.2,-1.7,1.2,2.7,2.6
Sachsen,Wholesale of information and communication equipment  Growth rate of employment - percentage,,-3,52,19.5,-6.1,-14.4,-21.4,4,12.4,6.3,2.5
Sachsen,Repair and installation of machinery and equipment  Growth rate of employment - percentage,,-0.7,26.1,-1.1,2.8,2.1,4.6,-6.1,-0.8,-2.7,2.2
Sachsen,Manufacture of furniture  Growth rate of employment - percentage,,1.3,21.9,7,-0.6,-4,1.3,6.5,1.3,1.6,2
Sachsen,Retail sale of cultural and recreation goods in specialised stores  Growth rate of employment - percentage,,14.5,1.1,3.8,0.2,-35.2,-7.9,11.7,4.9,-3.8,1.9
Sachsen,Accommodation  Growth rate of employment - percentage,,18,-1.3,1.8,4.8,-5.9,6.1,0.1,-27.3,-5.4,1.9
Sachsen,"Water collection, treatment and supply  Growth rate of employment - percentage",,-0.4,-1.1,1.7,-1.6,-1.5,-0.8,0.1,-0.4,-2.1,1.5
Sachsen,Administrative and support service activities  Growth rate of employment - percentage,,2.4,9.8,4.1,4.4,1.4,7,-0.2,1.7,1.6,1.5
Sachsen,Mining and quarrying  Growth rate of employment - percentage,,-0.3,18.2,0.1,-1.3,-1.6,0.2,3.7,1.3,-0.7,1.4
Sachsen,Water transport  Growth rate of employment - percentage,,-5.2,8.5,2.2,12.6,-4.4,-6.6,10.9,2.9,5.2,1.4
Sachsen,Manufacturing  Growth rate of employment - percentage,,-5.3,28.5,4.4,1.6,0.3,1.7,1,0.5,1,1.3
Sachsen,Printing and reproduction of recorded media  Growth rate of employment - percentage,,-4,29.3,2.7,2.6,-3.4,1.9,-3.6,2.3,-1.9,1.2
Sachsen,Manufacture of basic pharmaceutical products and pharmaceutical preparations  Growth rate of employment - percentage,,,46,5.7,1.1,0.1,-2.7,-5.6,2.8,1.5,1.2
Sachsen,"Manufacture of fabricated metal products, except machinery and equipment  Growth rate of employment - percentage",,-4.6,27.5,4.6,2.6,2.1,-3.8,-1.2,0.9,2.6,1.1
Sachsen,Legal and accounting activities  Growth rate of employment - percentage,,2.1,2.2,0.4,2.6,2.5,7.1,0.4,-2.2,0.8,1
Sachsen,Real estate activities  Growth rate of employment - percentage,,-8.1,2.2,-9.1,2.3,6.4,14.2,-25.4,24.6,5.1,0.9
Sachsen,Manufacture of rubber and plastic products  Growth rate of employment - percentage,,-4.8,31.9,6.7,-0.6,2.2,5.6,-0.4,-0.1,-2.8,0.8
Sachsen,Wholesale of agricultural raw materials and live animals  Growth rate of employment - percentage,,2.7,8,0.6,-1.3,-62.3,-11.2,14.4,-1.3,-6.3,0.8
Sachsen,Other specialised wholesale  Growth rate of employment - percentage,,31.1,1.3,9.4,-2.1,-39.4,-8.5,12,-11.1,16.1,0.8
Sachsen,Manufacture of other non-metallic mineral products  Growth rate of employment - percentage,,-3.7,27.5,-1.3,-0.3,-1.7,1.4,-1.5,-1.6,0.8,0.6
Sachsen,Manufacture of food products  Growth rate of employment - percentage,,,28.9,1.3,0.1,-0.2,-0.5,0.1,0.8,1.7,0.4
Sachsen,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials  Growth rate of employment - percentage",,-0.3,30.7,7.1,0.2,-2,-1.6,4.2,-1,4.8,0.3
Sachsen,Manufacture of chemicals and chemical products  Growth rate of employment - percentage,,-8.4,29.8,8.5,0.6,-3.6,2.4,-8.8,-1.4,-0.2,0.1
Sachsen,"Manufacture of motor vehicles, trailers and semi-trailers  Growth rate of employment - percentage",,,28.5,4.9,3.7,3.4,13.8,8.2,1.4,2.7,0
Sachsen,Construction of buildings  Growth rate of employment - percentage,,-39.5,0.9,3.7,-0.5,-0.4,-2.3,-3.9,-6.8,2,0
Sachsen,Services to buildings and landscape activities  Growth rate of employment - percentage,,6.9,1.8,-2.2,7.3,2,-1,0.2,3.6,2.2,-0.1
Sachsen,Manufacture of paper and paper products  Growth rate of employment - percentage,,-1.4,30.2,-0.3,2.4,-3.1,-1.4,2.5,-0.8,0.5,-0.3
Sachsen,"Retail trade not in stores, stalls or markets  Growth rate of employment - percentage",,35.3,20.5,11.4,37.6,-33.6,23.2,-2.6,10.3,-2.6,-0.3
Sachsen,Land transport and transport via pipelines  Growth rate of employment - percentage,,1.2,6,2.9,1.8,2.9,-0.9,4.2,1,2.4,-0.3
Sachsen,Transportation and storage  Growth rate of employment - percentage,,3.6,1,9.1,8.4,-2.1,3.5,14.4,-5.8,0.1,-0.4
Sachsen,Wholesale and retail trade and repair of motor vehicles and motorcycles  Growth rate of employment - percentage,,19.4,2,4,-1.5,-23.4,21.9,9,-6.3,-2.2,-0.5
Sachsen,Programming and broadcasting activities  Growth rate of employment - percentage,,3.5,0.5,0.9,-1,,,,-0.4,4,-0.7
Sachsen,"Travel agency, tour operator and other reservation service and related activities  Growth rate of employment - percentage",,0.1,10.3,-5.3,4.5,4.7,1.6,16.4,-9.9,1.5,-0.7
Sachsen,Manufacture of basic metals  Growth rate of employment - percentage,,-6,26.6,5.3,1.9,-0.8,5.5,2.9,-3,2,-1.5
Sachsen,"Wholesale of other machinery, equipment and supplies  Growth rate of employment - percentage",,19.7,7.9,9.2,3.2,-10.5,-5.3,8.6,7.8,-1.3,-2.6
Sachsen,"Retail trade, except of motor vehicles and motorcycles  Growth rate of employment - percentage",,16,0.9,5.8,-0.2,-47.2,2.9,2.3,3.9,2.6,-3.1
Sachsen,Manufacture of beverages  Growth rate of employment - percentage,,-3.2,22,0.6,-4,-2.5,-0.5,1.8,-0.9,1,-3.4
Sachsen,Wholesale and retail trade; repair of motor vehicles and motorcycles  Growth rate of employment - percentage,,19.7,0.7,6.2,-1,-41,4.8,5.7,-1.4,3.4,-3.7
Sachsen,Accommodation and food service activities  Growth rate of employment - percentage,,36.5,0.6,3.4,-0.2,-3.9,10.2,3.2,-31.5,9.5,-4.4
Sachsen,Advertising and market research  Growth rate of employment - percentage,,-12.5,8.8,-16.8,30.8,-7.2,-31.1,-2.6,-0.4,14,-4.5
Sachsen,Manufacture of textiles  Growth rate of employment - percentage,,-14.2,30,-1.5,-3.2,-1.7,-1.2,1.1,-0.9,1.4,-4.6
Sachsen,Publishing activities  Growth rate of employment - percentage,,-25.5,29.1,-15.6,-7.7,-5.6,-8.6,-1.7,2.4,3.5,-4.8
Sachsen,Employment activities  Growth rate of employment - percentage,,-6.8,26.2,9.6,-1.8,-6,18.7,-6.9,-2.7,0.6,-5.3
Sachsen,Repair of computers and personal and household goods  Growth rate of employment - percentage,,11.8,4.1,5.1,0.8,1,2.8,0,5.6,0.8,-5.5
Sachsen,"Wholesale of food, beverages and tobacco  Growth rate of employment - percentage",,19.3,1.2,5.2,-0.9,-41,3.7,3.1,0.5,-3,-5.8
Sachsen,Postal and courier activities  Growth rate of employment - percentage,,-2.3,-17.6,30.4,27.5,-11.7,4,41.4,-18.4,-4.8,-5.9
Sachsen,Food and beverage service activities  Growth rate of employment - percentage,,43.9,1.2,3.9,-1.8,-3.2,11.6,4.2,-32.8,14.4,-6.1
Sachsen,Sale of motor vehicle parts and accessories  Growth rate of employment - percentage,,2.7,5.5,6,0.8,-40.9,-1.5,38.6,-4.5,-5,-6.4
Sachsen,Retail sale of other household equipment in specialised stores  Growth rate of employment - percentage,,5.8,3,11.1,-5.3,-51.5,2.6,3.1,11.4,-5.3,-6.6
Sachsen,"Wholesale trade, except of motor vehicles and motorcycles  Growth rate of employment - percentage",,30.3,-0.5,8.8,-2.7,-36.4,-4.4,10.2,-7.7,10.7,-7.8
Sachsen,Maintenance and repair of motor vehicles  Growth rate of employment - percentage,,27.9,6.9,-2.4,0.6,-32.8,20.7,-4,-4.7,9.4,-8.3
Sachsen,Retail sale of other goods in specialised stores  Growth rate of employment - percentage,,10.1,1.1,2.4,-6.8,-27.4,-0.5,0.8,1.6,6.4,-8.6
Sachsen,Retail sale of information and communication equipment in specialised stores  Growth rate of employment - percentage,,47.7,4.4,10.8,1.5,-42.9,25,6.1,2.6,-3.6,-9.5
Sachsen,"Motion picture, video and television programme production, sound recording and music publishing activities  Growth rate of employment - percentage",,74.2,-14,1.6,3.8,12.3,-12.7,6.4,-4.6,8.5,-13.4
Sachsen,Retail sale via stalls and markets  Growth rate of employment - percentage,,-12.4,10.5,2.2,1.9,1.6,39.9,-2.8,2.6,30.1,-14.7
Sachsen,Wholesale of household goods  Growth rate of employment - percentage,,35.4,-5.6,7.4,-11.2,-43.1,5.3,24,-24.5,6.9,-15.3
Sachsen,"Sale, maintenance and repair of motorcycles and related parts and accessories  Growth rate of employment - percentage",,41.8,-5,13,3.7,17.3,30.8,-7.2,-8.6,8,-15.5
Sachsen,Wholesale on a fee or contract basis  Growth rate of employment - percentage,,117.5,-25.2,5.3,2.2,-2.2,-12.9,-6.5,-16.9,103.4,-39
Sachsen,Non-specialised wholesale trade  Growth rate of employment - percentage,,56.5,-21.4,22.3,8,-84.9,35.2,-11.5,-18.3,-7.5,-42.9
Sachsen,Wholesale and retail trade; repair of motor vehicles and motorcycles  Local units - number,,,,,,,38070,39599,37874,37983,36117
Sachsen,Construction  Local units - number,991,17619,17764,18110,18888,18080,21677,21288,23333,22123,23276
Sachsen,"Professional, scientific and technical activities  Local units - number",15421,16034,16422,16931,17576,17878,20249,20539,20767,21655,22932
Sachsen,"Retail trade, except of motor vehicles and motorcycles  Local units - number",,,,,,,23605,23888,24172,23665,22443
Sachsen,Specialised construction activities  Local units - number,168,14631,14836,15201,16022,15254,18849,18631,20663,19550,20802
Sachsen,Administrative and support service activities  Local units - number,7170,7924,8622,8498,9308,10194,11265,11323,11681,12217,13014
Sachsen,Accommodation and food service activities  Local units - number,,,,,,,11898,12596,11942,12098,11630
Sachsen,Manufacturing  Local units - number,2824,2837,12757,12691,12490,12377,12187,11944,11715,11561,11308
Sachsen,Food and beverage service activities  Local units - number,,,,,,,9359,10362,9550,10013,9260
Sachsen,Retail sale of other goods in specialised stores  Local units - number,,,,,,,9585,10052,9291,9146,8601
Sachsen,Architectural and engineering activities; technical testing and analysis  Local units - number,6314,6419,6649,6865,6865,6904,7527,7590,7514,7699,7990
Sachsen,"Wholesale trade, except of motor vehicles and motorcycles  Local units - number",,,,,,,8048,8751,7008,7352,7036
Sachsen,Real estate activities  Local units - number,6477,6233,6577,6030,6088,6361,8905,5320,5863,6302,6725
Sachsen,Wholesale and retail trade and repair of motor vehicles and motorcycles  Local units - number,,,,,,,6416,6959,6694,6965,6638
Sachsen,Services to buildings and landscape activities  Local units - number,3742,4164,4421,4398,4943,5217,5918,5996,5957,6303,6435
Sachsen,Legal and accounting activities  Local units - number,4144,4333,4265,4378,4457,4616,5296,5248,5220,5246,5601
Sachsen,Transportation and storage  Local units - number,5538,5229,5434,5415,5245,5453,5427,5358,5033,5011,5303
Sachsen,Information and communication  Local units - number,3030,3096,3037,3304,3665,3601,4049,3910,4550,4691,5227
Sachsen,Activities of head offices; management consultancy activities  Local units - number,1929,2111,2156,2037,2402,2356,2851,2858,3156,3410,3804
Sachsen,"Computer programming, consultancy and related activities  Local units - number",2018,2086,2045,2248,2582,2533,2766,2702,3279,3310,3734
Sachsen,Land transport and transport via pipelines  Local units - number,4296,4035,4081,3947,3871,4047,3942,3927,3566,3617,3589
Sachsen,Maintenance and repair of motor vehicles  Local units - number,,,,,,,3215,3280,3064,3175,3093
Sachsen,Retail sale in non-specialised stores  Local units - number,,,,,,,2707,2512,2975,3069,3029
Sachsen,"Other professional, scientific and technical activities  Local units - number",1042,1206,1307,1590,1660,1922,2038,2265,2436,2774,2972
Sachsen,"Office administrative, office support and other business support activities  Local units - number",860,1053,1420,1364,1525,1982,2365,2482,2590,2636,2780
Sachsen,"Retail trade not in stores, stalls or markets  Local units - number",,,,,,,2063,2097,2742,2795,2491
Sachsen,"Retail sale of food, beverages and tobacco in specialised stores  Local units - number",,,,,,,2776,2644,2360,2459,2458
Sachsen,Sale of motor vehicles  Local units - number,,,,,,,2083,2421,2330,2400,2396
Sachsen,Accommodation  Local units - number,,,,,,,2539,2234,2392,2085,2370
Sachsen,Retail sale of other household equipment in specialised stores  Local units - number,,,,,,,2789,2685,2842,2450,2321
Sachsen,"Manufacture of fabricated metal products, except machinery and equipment  Local units - number",515,541,2362,2341,2365,2396,2343,2277,2262,2252,2201
Sachsen,Other specialised wholesale  Local units - number,,,,,,,1772,2161,1752,1793,1841
Sachsen,"Electricity, gas, steam and air conditioning supply  Local units - number",217,225,237,246,281,289,294,308,312,315,1835
Sachsen,Construction of buildings  Local units - number,683,2312,2245,2227,2174,2124,2140,1981,1979,1880,1781
Sachsen,Advertising and market research  Local units - number,1359,1325,1331,1411,1538,1444,1761,1795,1617,1726,1729
Sachsen,Retail sale of cultural and recreation goods in specialised stores  Local units - number,,,,,,,1614,1776,1741,1641,1623
Sachsen,Rental and leasing activities  Local units - number,882,935,944,883,966,1093,1030,982,1151,1234,1405
Sachsen,Wholesale on a fee or contract basis  Local units - number,,,,,,,2192,1966,1269,1373,1392
Sachsen,Manufacture of machinery and equipment n.e.c.  Local units - number,355,363,1606,1614,1577,1558,1497,1474,1442,1373,1357
Sachsen,"Wholesale of other machinery, equipment and supplies  Local units - number",,,,,,,1261,1465,1325,1330,1301
Sachsen,Manufacture of food products  Local units - number,319,315,1426,1471,1448,1425,1377,1327,1329,1332,1286
Sachsen,Warehousing and support activities for transportation  Local units - number,867,759,836,796,646,673,878,889,878,828,1129
Sachsen,Wholesale of household goods  Local units - number,,,,,,,1428,1773,1277,1334,1124
Sachsen,Retail sale of information and communication equipment in specialised stores  Local units - number,,,,,,,1111,1196,1258,1145,1043
Sachsen,Employment activities  Local units - number,468,531,513,662,628,612,637,614,737,766,1012
Sachsen,"Travel agency, tour operator and other reservation service and related activities  Local units - number",867,902,974,813,838,880,896,865,886,901,957
Sachsen,Sale of motor vehicle parts and accessories  Local units - number,,,,,,,752,920,1019,1020,857
Sachsen,Manufacture of other non-metallic mineral products  Local units - number,228,226,1019,993,986,966,930,902,863,857,853
Sachsen,"Wholesale of food, beverages and tobacco  Local units - number",,,,,,,631,622,606,766,760
Sachsen,Repair of computers and personal and household goods  Local units - number,695,697,710,709,719,738,737,743,689,697,738
Sachsen,Repair and installation of machinery and equipment  Local units - number,168,172,787,773,760,789,796,751,756,713,737
Sachsen,"Water supply; sewerage, waste management and remediation activities  Local units - number",271,302,287,314,347,353,386,396,398,401,721
Sachsen,Civil engineering  Local units - number,140,676,683,682,692,702,688,676,691,693,693
Sachsen,Manufacture of rubber and plastic products  Local units - number,157,156,693,687,676,681,669,647,621,633,620
Sachsen,Manufacture of electrical equipment  Local units - number,109,128,601,596,615,598,629,601,589,591,563
Sachsen,Retail sale of automotive fuel in specialised stores  Local units - number,,,,,,,473,554,502,538,558
Sachsen,Postal and courier activities  Local units - number,336,394,475,635,693,698,573,503,553,529,539
Sachsen,"Waste collection, treatment and disposal activities; materials recovery  Local units - number",,,,,,,,,,238,480
Sachsen,"Manufacture of computer, electronic and optical products  Local units - number",96,96,460,447,430,426,460,460,460,467,463
Sachsen,Other manufacturing  Local units - number,111,105,529,492,483,473,467,465,456,468,460
Sachsen,"Manufacture of motor vehicles, trailers and semi-trailers  Local units - number",,113,492,460,427,428,454,468,471,460,450
Sachsen,Veterinary activities  Local units - number,445,443,459,450,405,411,429,438,449,465,436
Sachsen,Security and investigation activities  Local units - number,350,338,351,377,407,410,420,385,361,378,425
Sachsen,Information service activities  Local units - number,236,216,235,276,282,281,420,375,365,400,420
Sachsen,Scientific research and development  Local units - number,189,196,254,200,249,225,348,345,374,336,400
Sachsen,Manufacture of textiles  Local units - number,120,111,482,465,435,422,415,410,386,390,370
Sachsen,"Motion picture, video and television programme production, sound recording and music publishing activities  Local units - number",281,308,284,299,316,293,319,340,396,384,361
Sachsen,Publishing activities  Local units - number,286,275,271,315,286,298,305,271,303,320,346
Sachsen,Telecommunications  Local units - number,133,148,143,118,163,,,191,172,234,331
Sachsen,Retail sale via stalls and markets  Local units - number,,,,,,,488,372,459,422,319
Sachsen,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials  Local units - number",79,82,374,398,393,373,346,348,323,340,314
Sachsen,Wholesale of information and communication equipment  Local units - number,,,,,,,283,298,367,426,310
Sachsen,"Sale, maintenance and repair of motorcycles and related parts and accessories  Local units - number",,,,,,,366,338,281,370,293
Sachsen,Printing and reproduction of recorded media  Local units - number,73,75,333,323,309,312,304,296,308,287,282
Sachsen,Manufacture of chemicals and chemical products  Local units - number,63,60,282,302,295,291,281,301,289,273,257
Sachsen,Manufacture of basic metals  Local units - number,68,68,311,312,301,302,298,302,282,258,253
Sachsen,Manufacture of furniture  Local units - number,59,62,256,264,260,243,241,249,246,232,234
Sachsen,Manufacture of paper and paper products  Local units - number,65,61,271,270,259,244,234,239,233,230,220
Sachsen,Wholesale of agricultural raw materials and live animals  Local units - number,,,,,,,205,226,199,158,170
Sachsen,Mining and quarrying  Local units - number,82,79,216,188,174,170,169,164,173,166,164
Sachsen,Other mining and quarrying  Local units - number,80,77,210,182,168,164,163,158,165,160,160
Sachsen,Sewerage  Local units - number,,,,,,,,,,103,157
Sachsen,Non-specialised wholesale trade  Local units - number,,,,,,,277,241,213,171,138
Sachsen,Manufacture of beverages  Local units - number,27,26,112,121,113,111,114,109,106,110,97
Sachsen,Manufacture of wearing apparel  Local units - number,38,38,155,142,146,126,127,118,109,110,97
Sachsen,Manufacture of basic pharmaceutical products and pharmaceutical preparations  Local units - number,14,16,90,96,89,93,86,84,87,83,82
Sachsen,Manufacture of other transport equipment  Local units - number,16,15,76,82,83,75,78,76,58,64,71
Sachsen,"Water collection, treatment and supply  Local units - number",51,52,51,52,52,51,51,51,51,51,59
Sachsen,Manufacture of leather and related products  Local units - number,8,7,35,38,36,41,37,36,35,34,37
Sachsen,Programming and broadcasting activities  Local units - number,76,62,58,47,35,,,30,35,44,35
Sachsen,Air transport  Local units - number,26,25,26,24,22,20,19,22,19,22,27
Sachsen,Remediation activities and other waste management services  Local units - number,,,,,,,,,,9,25
Sachsen,Water transport  Local units - number,14,16,16,13,14,16,15,17,17,16,19
Sachsen,Mining of coal and lignite  Local units - number,2,2,6,4,4,4,4,4,4,4,4
Sachsen,Manufacture of tobacco products  Local units - number,1,1,5,4,4,4,4,4,4,4,4
Sachsen,Extraction of crude petroleum and natural gas  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Sachsen,Mining of metal ores  Local units - number,0,0,0,0,0,0,0,0,2,0,0
Sachsen,Mining support service activities  Local units - number,,0,0,2,2,2,2,2,2,2,0
Sachsen,Manufacture of coke and refined petroleum products  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Sachsen,Mining of coal and lignite  Persons employed - number,,,,,,,,,,,
Sachsen,Other mining and quarrying  Persons employed - number,,,,1902,1798,1684,1666,1684,1713,1812,
Sachsen,Manufacture of tobacco products  Persons employed - number,,,,,,,,,,,
Sachsen,Manufacture of wearing apparel  Persons employed - number,2230,,,,,,,,,,
